YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_SW_DWN
2020,3,18,0,27.32,20.09,23.71,14.59,64.69,0.11,101.13,5.29,172.28,7.54,172.32,0.0
2020,3,18,1,26.32,20.41,23.37,14.89,69.88,0.12,101.1,5.14,176.25,7.21,176.21,0.0
2020,3,18,2,25.65,20.98,23.32,15.44,75.44,0.14,101.07,4.6,181.65,6.52,181.44,0.0
2020,3,18,3,25.25,21.62,23.44,16.05,80.25,0.1,101.05,4.05,185.75,5.84,185.45,0.0
2020,3,18,4,24.87,22.12,23.5,16.54,84.56,0.07,101.06,3.47,188.28,5.3,187.96,0.0
2020,3,18,5,24.62,22.51,23.57,16.91,87.88,0.08,101.1,2.96,191.43,4.61,191.35,0.0
2020,3,18,6,24.9,22.76,23.83,17.21,87.81,0.07,101.17,3.17,194.41,4.15,193.38,30.34
2020,3,18,7,26.64,22.54,24.58,16.91,78.12,0.06,101.25,3.82,185.86,4.53,183.86,176.55
2020,3,18,8,29.05,21.72,25.38,16.11,64.56,0.04,101.29,3.96,176.83,4.54,175.56,363.48
2020,3,18,9,31.56,20.75,26.15,15.14,52.69,0.01,101.29,3.93,170.28,4.42,169.11,508.76
2020,3,18,10,33.83,19.39,26.61,13.92,42.62,0.01,101.22,3.46,165.49,3.81,164.31,683.09
2020,3,18,11,35.58,18.63,27.11,13.31,36.88,0.0,101.08,2.6,162.0,2.8,160.1,732.72
2020,3,18,12,36.64,18.43,27.54,13.18,34.38,0.0,100.91,1.84,156.16,1.98,154.04,714.76
2020,3,18,13,37.06,18.33,27.69,13.12,33.38,0.0,100.77,1.44,146.31,1.56,144.4,687.38
2020,3,18,14,37.05,18.23,27.64,13.0,33.19,0.0,100.66,1.32,137.16,1.43,136.11,525.7
2020,3,18,15,36.73,18.1,27.41,12.94,33.5,0.0,100.6,1.29,127.15,1.42,126.93,405.89
2020,3,18,16,35.97,18.01,26.99,12.88,34.75,0.0,100.6,1.43,117.96,1.59,117.44,228.45
2020,3,18,17,34.5,19.56,27.03,14.22,41.69,0.0,100.63,1.25,114.8,1.86,113.77,66.51
2020,3,18,18,32.82,21.26,27.04,15.75,50.75,0.0,100.69,1.34,123.14,2.16,122.42,0.0
2020,3,18,19,32.19,20.63,26.41,15.14,50.56,0.0,100.79,1.69,145.36,2.93,145.42,0.0
2020,3,18,20,31.49,20.12,25.81,14.71,51.12,0.0,100.86,2.67,160.13,4.86,160.17,0.0
2020,3,18,21,30.93,19.37,25.15,13.98,50.25,0.0,100.93,4.71,163.64,7.49,164.14,0.0
2020,3,18,22,30.15,19.12,24.64,13.73,51.62,0.0,100.99,6.54,166.05,9.3,166.3,0.0
2020,3,18,23,29.08,19.65,24.36,14.22,56.75,0.0,101.02,7.33,170.8,9.65,170.82,0.0
2020,3,19,0,28.18,20.26,24.22,14.77,62.06,0.0,101.01,6.56,178.29,8.8,178.52,0.0
2020,3,19,1,27.77,20.77,24.27,15.26,65.62,0.0,100.97,5.59,186.66,7.63,187.06,0.0
2020,3,19,2,27.58,21.18,24.38,15.62,68.0,0.0,100.94,4.99,192.12,6.89,192.65,0.0
2020,3,19,3,27.37,21.43,24.4,15.87,69.94,0.0,100.94,4.47,191.49,6.17,191.68,0.0
2020,3,19,4,27.07,21.59,24.33,16.05,71.94,0.0,100.95,4.09,185.05,5.66,185.39,0.0
2020,3,19,5,26.68,21.67,24.17,16.11,74.0,0.0,100.99,3.91,176.91,5.46,177.46,0.0
2020,3,19,6,26.76,21.65,24.2,16.05,73.44,0.0,101.07,4.32,170.21,5.54,171.08,32.87
2020,3,19,7,28.2,21.23,24.72,15.62,65.81,0.0,101.15,4.89,165.36,5.69,165.7,207.73
2020,3,19,8,30.44,20.14,25.29,14.59,54.12,0.0,101.2,4.81,157.97,5.48,158.05,423.66
2020,3,19,9,32.83,18.65,25.74,13.31,43.06,0.0,101.2,4.68,152.11,5.26,152.03,628.91
2020,3,19,10,35.0,17.83,26.41,12.63,36.25,0.0,101.14,4.32,146.42,4.82,146.1,754.13
2020,3,19,11,36.76,17.72,27.23,12.57,32.69,0.0,101.02,3.82,139.14,4.23,138.22,769.62
2020,3,19,12,38.02,17.62,27.83,12.51,30.31,0.0,100.87,3.35,130.93,3.71,129.79,813.34
2020,3,19,13,38.74,17.44,28.08,12.39,28.81,0.0,100.72,3.01,123.77,3.34,122.76,753.32
2020,3,19,14,38.95,17.18,28.07,12.21,28.06,0.0,100.6,2.79,118.93,3.14,118.1,597.1
2020,3,19,15,38.64,16.95,27.8,12.02,28.12,0.0,100.52,2.66,117.32,2.99,116.5,415.09
2020,3,19,16,37.76,16.7,27.23,11.84,29.0,0.0,100.51,2.45,117.38,2.81,116.64,225.03
2020,3,19,17,36.01,17.93,26.98,12.88,34.62,0.0,100.56,1.74,122.2,2.62,122.46,66.13
2020,3,19,18,34.08,19.34,26.72,14.04,42.12,0.0,100.66,1.68,142.76,2.99,143.07,0.0
2020,3,19,19,33.38,18.8,26.09,13.55,42.38,0.02,100.76,2.75,157.81,4.88,157.91,0.0
2020,3,19,20,32.3,18.54,25.41,13.31,44.19,0.03,100.89,5.04,160.72,7.82,160.88,0.0
2020,3,19,21,30.86,18.52,24.69,13.24,47.75,0.05,101.03,6.79,161.9,9.46,161.91,0.0
2020,3,19,22,29.24,19.12,24.18,13.73,54.38,0.08,101.11,7.01,165.34,9.24,165.61,0.0
2020,3,19,23,28.09,19.76,23.93,14.28,60.5,0.1,101.11,5.79,169.83,7.93,170.36,0.0
2020,3,20,0,27.35,20.35,23.85,14.83,65.56,0.24,101.06,4.82,172.74,6.94,173.21,0.0
2020,3,20,1,26.75,20.83,23.79,15.26,69.94,0.24,101.0,4.12,174.56,6.25,175.05,0.0
2020,3,20,2,26.09,21.1,23.6,15.56,73.88,0.44,100.97,3.27,174.52,5.43,174.63,0.0
2020,3,20,3,25.4,21.27,23.33,15.69,77.75,0.19,100.97,2.64,174.05,4.94,174.01,0.0
2020,3,20,4,24.8,21.33,23.06,15.75,81.0,0.13,101.0,2.42,173.88,4.85,173.71,0.0
2020,3,20,5,24.3,21.4,22.85,15.81,83.69,0.12,101.06,2.31,173.21,4.7,172.84,0.0
2020,3,20,6,24.76,21.44,23.1,15.87,81.62,0.13,101.14,3.16,172.33,4.42,172.17,42.62
2020,3,20,7,26.76,21.05,23.9,15.44,70.81,0.03,101.23,4.05,166.29,4.77,165.19,256.55
2020,3,20,8,29.37,20.07,24.73,14.53,57.25,0.0,101.3,4.35,158.05,4.97,157.23,480.12
2020,3,20,9,31.76,19.08,25.42,13.67,46.94,0.0,101.31,4.47,152.05,5.05,151.13,669.18
2020,3,20,10,33.69,18.29,25.99,13.0,40.06,0.0,101.26,4.34,146.17,4.87,144.93,771.23
2020,3,20,11,35.17,18.16,26.67,12.88,36.62,0.06,101.16,4.08,140.76,4.55,139.04,754.94
2020,3,20,12,35.9,18.24,27.07,13.0,35.38,0.24,101.02,3.8,136.75,4.25,134.78,734.31
2020,3,20,13,36.34,18.19,27.26,12.94,34.44,0.26,100.88,3.63,132.73,4.08,130.49,650.95
2020,3,20,14,36.37,17.93,27.15,12.76,33.81,0.69,100.76,3.51,130.75,3.98,128.62,662.87
2020,3,20,15,36.02,17.69,26.86,12.57,34.0,0.25,100.7,3.34,131.68,3.82,129.45,494.05
2020,3,20,16,35.27,17.36,26.31,12.33,34.69,0.26,100.69,3.19,136.39,3.76,134.16,251.47
2020,3,20,17,33.22,19.55,26.38,14.22,44.88,0.06,100.72,2.2,148.51,3.86,147.98,75.73
2020,3,20,18,30.73,20.65,25.69,15.2,55.19,0.03,100.77,2.54,165.19,4.97,164.02,0.0
2020,3,20,19,29.55,19.18,24.37,13.85,53.94,0.1,100.86,3.52,165.62,7.06,165.4,0.0
2020,3,20,20,28.61,17.91,23.26,12.76,52.5,0.09,100.98,5.21,160.56,9.0,161.11,0.0
2020,3,20,21,27.41,17.12,22.27,12.08,53.44,0.15,101.08,6.26,159.49,9.64,159.36,0.0
2020,3,20,22,26.29,17.17,21.73,12.15,57.19,0.03,101.13,5.73,161.74,8.85,161.74,0.0
2020,3,20,23,25.31,17.95,21.63,12.76,63.69,0.03,101.12,4.34,167.09,7.26,167.13,0.0
2020,3,21,0,24.45,18.83,21.64,13.49,70.81,0.02,101.09,3.19,171.25,6.07,171.27,0.0
2020,3,21,1,23.8,19.46,21.63,14.04,76.62,0.02,101.06,2.5,175.16,5.13,175.02,0.0
2020,3,21,2,23.25,19.95,21.6,14.47,81.56,0.08,101.05,2.05,179.13,4.29,178.75,0.0
2020,3,21,3,22.87,20.31,21.59,14.77,85.38,0.11,101.06,1.81,182.47,3.71,182.29,0.0
2020,3,21,4,22.66,20.62,21.64,15.08,88.12,0.34,101.1,1.69,187.16,3.38,186.63,0.0
2020,3,21,5,22.6,20.97,21.78,15.38,90.38,0.66,101.15,1.61,187.54,3.27,186.87,0.0
2020,3,21,6,23.4,21.45,22.42,15.87,88.69,0.93,101.22,2.09,187.74,2.85,186.62,47.86
2020,3,21,7,25.78,22.27,24.02,16.66,80.88,0.2,101.29,2.94,165.08,3.64,161.72,272.09
2020,3,21,8,28.54,21.83,25.18,16.24,67.0,0.0,101.34,3.37,152.54,3.91,151.08,516.42
2020,3,21,9,31.01,20.85,25.93,15.26,54.75,0.0,101.34,3.15,145.21,3.64,143.03,729.45
2020,3,21,10,33.22,19.8,26.51,14.28,45.25,0.0,101.28,3.12,134.8,3.59,132.53,907.05
2020,3,21,11,34.98,19.07,27.03,13.67,39.19,0.0,101.17,3.0,127.7,3.47,125.48,946.77
2020,3,21,12,36.14,18.55,27.35,13.24,35.62,0.0,101.03,2.73,125.69,3.18,123.57,949.12
2020,3,21,13,36.83,18.01,27.42,12.82,33.12,0.0,100.88,2.43,129.38,2.85,127.09,900.95
2020,3,21,14,37.13,17.41,27.27,12.39,31.44,0.0,100.77,2.18,136.89,2.59,133.9,724.15
2020,3,21,15,36.97,16.73,26.84,11.84,30.31,0.0,100.7,2.09,144.59,2.49,140.86,555.45
2020,3,21,16,36.12,16.17,26.15,11.41,30.69,0.0,100.69,2.01,154.73,2.4,149.93,323.72
2020,3,21,17,34.22,18.66,26.44,13.49,40.25,0.0,100.73,1.5,173.43,2.35,171.41,99.32
2020,3,21,18,31.65,20.8,26.23,15.26,52.56,0.0,100.79,1.9,197.69,3.29,195.42,0.0
2020,3,21,19,30.69,19.69,25.19,14.28,51.94,0.0,100.87,2.66,195.18,5.08,193.07,0.0
2020,3,21,20,29.9,19.23,24.56,13.85,52.75,0.0,100.96,4.11,180.98,6.94,181.93,0.0
2020,3,21,21,28.78,19.58,24.19,14.16,57.5,0.0,101.04,4.93,174.0,8.05,174.6,0.0
2020,3,21,22,28.01,20.33,24.17,14.83,63.06,0.0,101.08,5.59,171.96,8.2,172.06,0.0
2020,3,21,23,27.15,21.2,24.18,15.62,69.88,0.0,101.09,5.2,173.7,7.46,174.17,0.0
2020,3,22,0,26.57,21.66,24.12,16.11,74.38,0.0,101.06,4.54,174.97,6.66,175.49,0.0
2020,3,22,1,26.08,21.93,24.0,16.36,77.81,0.01,101.03,3.97,173.0,5.95,173.52,0.0
2020,3,22,2,25.55,22.17,23.86,16.6,81.44,0.03,101.02,3.39,169.65,5.35,170.0,0.0
2020,3,22,3,25.05,22.4,23.73,16.85,85.06,0.15,101.01,3.03,166.43,5.0,166.64,0.0
2020,3,22,4,24.6,22.58,23.58,17.03,88.38,0.43,101.02,2.56,162.45,4.5,162.41,0.0
2020,3,22,5,24.19,22.71,23.45,17.15,91.31,0.51,101.05,2.11,158.67,4.04,158.34,0.0
2020,3,22,6,24.68,22.87,23.77,17.33,89.56,0.9,101.11,2.7,155.51,3.64,156.19,46.23
2020,3,22,7,26.58,22.68,24.63,17.09,79.0,1.22,101.18,3.41,157.78,3.99,158.66,267.54
2020,3,22,8,28.9,21.75,25.33,16.17,65.25,0.6,101.24,3.16,160.22,3.54,160.69,489.61
2020,3,22,9,31.16,20.67,25.91,15.08,53.69,0.26,101.24,2.71,161.67,3.01,161.24,637.73
2020,3,22,10,33.0,19.87,26.44,14.34,46.0,0.09,101.19,2.24,161.69,2.46,159.95,770.68
2020,3,22,11,34.48,19.38,26.93,13.98,41.12,0.25,101.09,1.7,163.15,1.88,159.83,835.7
2020,3,22,12,35.48,19.02,27.26,13.67,38.0,0.45,100.97,1.22,169.34,1.37,164.46,783.17
2020,3,22,13,35.81,18.73,27.26,13.43,36.69,0.52,100.86,0.83,183.24,0.94,175.71,712.08
2020,3,22,14,35.8,18.48,27.14,13.24,36.12,0.51,100.77,0.58,210.7,0.63,198.66,594.21
2020,3,22,15,35.43,18.31,26.87,13.06,36.5,0.65,100.73,0.62,246.04,0.6,235.68,426.8
2020,3,22,16,34.48,18.41,26.44,13.18,38.69,0.35,100.72,0.72,263.18,0.72,258.69,251.25
2020,3,22,17,33.03,19.9,26.46,14.53,46.25,0.15,100.74,0.76,270.59,0.91,268.52,76.39
2020,3,22,18,31.36,22.51,26.93,17.09,59.75,0.13,100.79,0.91,260.62,1.37,260.16,0.0
2020,3,22,19,30.23,23.09,26.66,17.64,65.69,0.01,100.84,1.35,241.36,2.12,241.07,0.0
2020,3,22,20,28.94,22.97,25.95,17.46,70.19,0.01,100.91,1.89,221.32,3.3,219.72,0.0
2020,3,22,21,28.01,22.32,25.16,16.78,71.19,0.0,100.95,2.5,204.4,4.86,203.6,0.0
2020,3,22,22,27.27,21.84,24.56,16.3,72.19,0.01,100.99,3.28,190.72,6.31,191.42,0.0
2020,3,22,23,26.77,21.83,24.3,16.3,74.31,0.01,101.01,4.08,181.1,7.2,181.68,0.0
2020,3,23,0,26.3,22.17,24.23,16.6,78.0,0.01,101.0,4.43,175.66,7.14,175.86,0.0
2020,3,23,1,25.8,22.54,24.16,16.97,82.12,0.03,100.97,4.0,172.6,6.44,172.96,0.0
2020,3,23,2,25.43,22.76,24.09,17.21,85.06,0.06,100.94,3.65,173.24,6.04,174.06,0.0
2020,3,23,3,25.1,22.92,24.01,17.4,87.56,0.09,100.93,3.04,174.1,5.36,174.4,0.0
2020,3,23,4,24.83,23.01,23.92,17.52,89.56,0.07,100.93,2.56,172.29,4.89,172.66,0.0
2020,3,23,5,24.62,23.02,23.83,17.52,90.62,0.04,100.96,2.4,171.0,4.77,171.23,0.0
2020,3,23,6,25.22,23.07,24.14,17.52,87.75,0.03,101.05,3.13,168.05,4.39,168.71,37.15
2020,3,23,7,27.19,22.75,24.98,17.15,76.56,0.13,101.14,3.67,173.77,4.33,175.44,228.23
2020,3,23,8,29.69,21.85,25.77,16.24,62.69,0.06,101.19,3.44,177.92,3.89,178.62,492.21
2020,3,23,9,32.13,20.81,26.48,15.26,51.19,0.12,101.19,3.04,175.58,3.38,175.63,691.62
2020,3,23,10,34.12,20.15,27.14,14.65,44.0,0.12,101.13,2.64,170.62,2.88,170.33,869.93
2020,3,23,11,35.58,19.76,27.66,14.28,39.62,0.18,101.02,2.19,165.12,2.37,164.13,855.51
2020,3,23,12,36.44,19.48,27.96,14.04,37.12,0.25,100.88,1.88,159.3,2.05,158.52,818.19
2020,3,23,13,36.62,19.19,27.91,13.85,36.12,0.15,100.76,1.75,155.15,1.92,154.48,710.46
2020,3,23,14,36.65,18.98,27.82,13.67,35.56,0.14,100.66,1.73,155.98,1.92,155.73,611.48
2020,3,23,15,36.3,18.8,27.55,13.49,35.88,0.08,100.59,1.8,158.34,2.01,157.83,443.9
2020,3,23,16,35.42,18.73,27.07,13.43,37.44,0.05,100.57,2.01,159.73,2.28,159.08,242.32
2020,3,23,17,33.6,20.82,27.21,15.38,47.44,0.02,100.6,1.78,162.36,2.8,162.27,63.18
2020,3,23,18,31.11,23.07,27.08,17.64,62.31,0.01,100.64,2.04,170.97,3.73,170.72,0.0
2020,3,23,19,30.22,22.27,26.25,16.78,62.5,0.0,100.69,2.54,179.29,5.07,179.21,0.0
2020,3,23,20,29.52,21.74,25.63,16.24,62.94,0.0,100.76,3.22,186.26,6.38,186.12,0.0
2020,3,23,21,28.85,21.7,25.27,16.17,65.25,0.0,100.83,3.99,191.07,7.12,191.06,0.0
2020,3,23,22,28.23,21.98,25.1,16.42,68.81,0.0,100.88,4.39,191.81,7.19,192.1,0.0
2020,3,23,23,27.65,22.31,24.98,16.78,72.56,0.0,100.92,4.44,188.09,6.89,188.54,0.0
2020,3,24,0,27.07,22.6,24.83,17.09,76.5,0.0,100.9,3.84,180.0,6.05,180.44,0.0
2020,3,24,1,26.56,22.76,24.66,17.21,79.56,0.0,100.87,3.34,172.61,5.41,173.12,0.0
2020,3,24,2,26.12,22.8,24.45,17.27,81.88,0.0,100.84,2.88,166.68,4.9,167.01,0.0
2020,3,24,3,25.7,22.76,24.23,17.27,83.75,0.0,100.82,2.56,160.18,4.55,160.23,0.0
2020,3,24,4,25.33,22.68,24.01,17.15,85.19,0.0,100.83,2.44,152.7,4.43,152.49,0.0
2020,3,24,5,25.01,22.58,23.8,17.03,86.25,0.0,100.89,2.48,146.16,4.52,146.14,0.0
2020,3,24,6,25.52,22.46,23.99,16.91,83.06,0.01,100.98,3.54,143.79,4.6,144.75,40.09
2020,3,24,7,27.45,21.62,24.53,16.05,70.44,0.02,101.07,4.27,148.93,4.92,150.1,223.99
2020,3,24,8,29.85,20.19,25.02,14.65,56.12,0.01,101.13,4.45,150.33,5.03,151.01,423.13
2020,3,24,9,32.24,19.31,25.78,13.92,46.38,0.03,101.14,4.56,149.39,5.11,149.52,607.36
2020,3,24,10,34.15,19.11,26.63,13.73,41.12,0.03,101.07,4.46,148.4,4.98,148.2,686.59
2020,3,24,11,35.58,19.08,27.33,13.73,37.94,0.03,100.94,4.1,147.28,4.57,147.07,691.09
2020,3,24,12,36.61,19.12,27.87,13.79,35.94,0.02,100.78,3.69,144.73,4.11,144.74,763.27
2020,3,24,13,36.9,19.1,28.01,13.79,35.38,0.02,100.63,3.31,141.61,3.69,142.06,741.12
2020,3,24,14,37.08,19.03,28.06,13.73,34.88,0.02,100.52,3.04,139.27,3.39,139.96,553.77
2020,3,24,15,36.84,18.94,27.89,13.67,35.06,0.02,100.44,2.95,138.97,3.3,139.8,440.68
2020,3,24,16,35.98,18.86,27.42,13.61,36.62,0.01,100.42,2.94,139.1,3.35,139.73,228.77
2020,3,24,17,34.12,20.53,27.33,15.14,45.12,0.0,100.45,2.12,138.44,3.55,138.48,68.09
2020,3,24,18,31.73,22.12,26.92,16.66,56.75,0.0,100.51,2.17,141.44,4.15,141.34,0.0
2020,3,24,19,31.09,21.48,26.29,15.99,56.69,0.0,100.58,2.7,148.24,5.32,148.08,0.0
2020,3,24,20,30.6,20.65,25.63,15.2,55.44,0.0,100.66,4.01,152.14,7.0,152.46,0.0
2020,3,24,21,29.82,19.91,24.87,14.47,55.38,0.0,100.74,5.5,154.78,8.53,155.15,0.0
2020,3,24,22,28.72,19.49,24.11,14.1,57.44,0.0,100.81,6.24,156.39,8.8,156.39,0.0
2020,3,24,23,27.55,19.45,23.5,14.04,61.38,0.0,100.82,5.73,158.47,8.05,158.54,0.0
2020,3,25,0,26.7,19.86,23.28,14.4,66.06,0.0,100.79,4.85,161.59,7.1,161.66,0.0
2020,3,25,1,26.07,20.45,23.26,14.95,71.19,0.0,100.74,3.8,164.02,5.91,164.13,0.0
2020,3,25,2,25.51,21.03,23.27,15.5,76.19,0.0,100.7,2.93,164.85,4.99,164.74,0.0
2020,3,25,3,25.03,21.48,23.26,15.99,80.62,0.0,100.69,2.26,166.2,4.31,166.14,0.0
2020,3,25,4,24.69,21.82,23.26,16.3,83.88,0.0,100.71,2.01,172.41,4.01,172.28,0.0
2020,3,25,5,24.48,22.05,23.26,16.54,86.25,0.0,100.76,1.95,180.46,3.91,180.34,0.0
2020,3,25,6,25.35,22.39,23.87,16.85,83.62,0.0,100.86,2.95,180.91,3.9,178.51,39.95
2020,3,25,7,27.69,22.55,25.12,16.97,73.5,0.0,100.93,4.08,159.38,4.91,157.23,228.85
2020,3,25,8,30.17,21.91,26.05,16.36,61.25,0.0,100.98,4.42,147.35,5.15,146.19,453.26
2020,3,25,9,32.75,21.11,26.93,15.56,50.38,0.0,100.96,4.27,138.19,4.93,137.12,607.55
2020,3,25,10,34.96,20.37,27.66,14.89,42.56,0.0,100.9,3.87,127.61,4.44,126.71,728.84
2020,3,25,11,36.51,19.9,28.21,14.47,37.94,0.0,100.79,3.42,117.5,3.94,117.28,738.46
2020,3,25,12,37.55,19.59,28.57,14.22,35.19,0.0,100.66,3.06,112.05,3.53,112.37,748.4
2020,3,25,13,38.0,19.33,28.67,13.98,33.81,0.0,100.53,2.75,113.65,3.18,114.11,654.79
2020,3,25,14,38.11,19.06,28.58,13.73,33.06,0.0,100.44,2.55,122.38,2.97,122.1,595.77
2020,3,25,15,37.76,18.78,28.27,13.55,33.06,0.01,100.39,2.67,134.53,3.08,133.56,439.38
2020,3,25,16,36.76,18.58,27.68,13.37,34.5,0.01,100.39,3.09,146.87,3.59,145.55,234.93
2020,3,25,17,35.05,19.57,27.31,14.22,40.38,0.0,100.43,2.93,156.58,4.5,157.44,67.92
2020,3,25,18,33.06,20.39,26.73,14.95,47.5,0.0,100.5,3.48,164.62,6.16,165.45,0.0
2020,3,25,19,32.26,19.86,26.06,14.47,48.0,0.0,100.59,4.85,164.4,7.86,165.55,0.0
2020,3,25,20,31.38,19.72,25.55,14.28,49.94,0.0,100.69,6.34,162.44,9.12,162.92,0.0
2020,3,25,21,30.08,20.0,25.04,14.53,54.75,0.0,100.79,6.55,160.55,8.92,160.66,0.0
2020,3,25,22,28.92,20.33,24.62,14.83,59.75,0.0,100.84,5.59,159.13,7.75,159.23,0.0
2020,3,25,23,28.08,20.65,24.37,15.14,64.0,0.0,100.85,4.58,159.83,6.6,159.85,0.0
2020,3,26,0,27.42,21.01,24.21,15.44,67.94,0.0,100.83,3.82,161.05,5.75,160.97,0.0
2020,3,26,1,26.82,21.3,24.06,15.81,71.75,0.0,100.79,3.15,161.79,5.01,161.82,0.0
2020,3,26,2,26.2,21.57,23.89,16.05,75.56,0.0,100.77,2.3,161.2,4.24,160.96,0.0
2020,3,26,3,25.63,21.77,23.7,16.24,79.12,0.0,100.77,1.73,159.69,3.62,159.42,0.0
2020,3,26,4,25.15,21.94,23.55,16.42,82.31,0.0,100.79,1.53,162.77,3.19,162.63,0.0
2020,3,26,5,24.75,22.13,23.44,16.6,85.25,0.0,100.84,1.45,171.65,2.87,171.56,0.0
2020,3,26,6,25.59,22.26,23.93,16.72,81.75,0.0,100.91,2.14,177.06,2.93,173.88,41.03
2020,3,26,7,27.77,21.87,24.83,16.3,70.19,0.0,100.98,3.32,159.35,3.92,157.01,252.61
2020,3,26,8,30.34,20.8,25.57,15.26,56.69,0.0,101.06,3.91,154.2,4.48,152.94,493.82
2020,3,26,9,33.03,19.4,26.21,13.98,44.56,0.0,101.08,4.0,152.93,4.54,151.63,706.67
2020,3,26,10,35.46,18.5,26.98,13.18,36.81,0.0,101.03,3.7,149.7,4.16,148.13,851.74
2020,3,26,11,37.22,18.44,27.83,13.18,33.38,0.0,100.92,3.11,147.63,3.46,145.84,790.29
2020,3,26,12,38.36,18.61,28.48,13.31,31.69,0.0,100.78,2.53,147.24,2.82,145.74,825.84
2020,3,26,13,38.9,18.71,28.81,13.43,30.94,0.0,100.66,2.23,149.48,2.5,148.15,744.74
2020,3,26,14,39.06,18.73,28.9,13.43,30.75,0.0,100.57,2.29,153.0,2.57,152.11,581.94
2020,3,26,15,38.83,18.51,28.66,13.24,30.69,0.0,100.51,2.56,157.35,2.86,156.86,421.31
2020,3,26,16,37.94,18.1,28.02,12.94,31.38,0.0,100.5,3.01,159.78,3.39,159.35,219.74
2020,3,26,17,36.24,18.53,27.38,13.31,35.38,0.0,100.54,3.03,159.79,4.23,160.13,66.26
2020,3,26,18,33.98,19.89,26.93,14.47,43.69,0.0,100.63,3.18,160.45,5.79,160.93,0.0
2020,3,26,19,33.38,19.66,26.52,14.28,44.5,0.0,100.74,4.75,160.28,7.65,161.1,0.0
2020,3,26,20,32.73,19.68,26.2,14.22,46.19,0.0,100.87,6.29,161.32,8.78,161.58,0.0
2020,3,26,21,31.58,19.82,25.69,14.34,49.75,0.0,100.98,6.92,163.61,9.25,163.56,0.0
2020,3,26,22,30.48,19.86,25.16,14.4,53.06,0.0,101.04,6.54,168.7,8.76,168.89,0.0
2020,3,26,23,29.54,20.03,24.78,14.53,56.56,0.0,101.04,5.19,174.82,7.18,175.07,0.0
2020,3,27,0,28.81,20.34,24.58,14.83,60.19,0.0,101.0,4.03,178.0,5.9,178.33,0.0
2020,3,27,1,28.22,20.63,24.43,15.08,63.38,0.0,100.93,3.35,178.8,5.19,179.05,0.0
2020,3,27,2,27.65,20.86,24.26,15.32,66.44,0.0,100.88,2.68,179.0,4.56,179.22,0.0
2020,3,27,3,27.09,21.04,24.06,15.5,69.44,0.0,100.85,2.07,180.0,4.05,180.0,0.0
2020,3,27,4,26.58,21.2,23.89,15.69,72.31,0.0,100.86,1.75,178.72,3.66,178.78,0.0
2020,3,27,5,26.14,21.39,23.76,15.81,75.0,0.0,100.89,1.66,173.78,3.51,173.87,0.0
2020,3,27,6,26.96,21.66,24.31,16.11,72.69,0.0,100.98,2.78,170.3,3.67,171.8,37.98
2020,3,27,7,29.06,21.69,25.38,16.11,64.5,0.0,101.06,3.25,172.96,3.63,174.69,229.37
2020,3,27,8,31.55,21.01,26.28,15.44,53.62,0.0,101.12,2.75,169.87,2.95,171.46,457.7
2020,3,27,9,34.1,20.23,27.16,14.71,44.31,0.0,101.13,2.07,157.8,2.13,158.04,664.91
2020,3,27,10,36.17,19.76,27.97,14.28,38.38,0.0,101.07,1.67,138.79,1.69,136.87,802.45
2020,3,27,11,37.71,19.51,28.61,14.1,34.69,0.0,100.96,1.44,127.3,1.45,124.71,831.58
2020,3,27,12,38.76,19.17,28.97,13.79,32.12,0.0,100.83,1.14,126.63,1.13,123.69,777.19
2020,3,27,13,39.3,19.02,29.15,13.67,30.94,0.0,100.69,0.73,135.87,0.69,133.63,717.85
2020,3,27,14,39.4,18.67,29.04,13.43,30.12,0.0,100.59,0.44,169.7,0.38,175.33,539.95
2020,3,27,15,38.99,18.38,28.69,13.18,30.19,0.0,100.53,0.47,202.69,0.46,212.62,411.36
2020,3,27,16,38.08,18.2,28.15,13.0,31.31,0.0,100.52,0.59,200.11,0.58,204.83,227.3
2020,3,27,17,36.68,19.03,27.85,13.73,35.69,0.0,100.56,0.79,185.71,0.96,185.62,66.09
2020,3,27,18,34.62,21.44,28.02,16.05,46.62,0.0,100.62,1.34,183.01,2.35,182.47,0.0
2020,3,27,19,33.83,20.9,27.36,15.38,46.88,0.0,100.7,2.07,184.76,4.27,185.04,0.0
2020,3,27,20,33.36,20.8,27.08,15.32,47.81,0.0,100.76,3.35,187.11,5.82,186.93,0.0
2020,3,27,21,32.55,21.41,26.98,15.87,51.94,0.0,100.84,4.86,184.89,6.9,184.94,0.0
2020,3,27,22,31.48,22.09,26.79,16.54,57.5,0.0,100.88,5.8,180.93,7.63,181.23,0.0
2020,3,27,23,30.54,22.48,26.51,16.97,62.12,0.0,100.89,6.1,178.09,7.89,178.52,0.0
2020,3,28,0,29.76,22.69,26.22,17.15,65.75,0.0,100.87,6.12,178.39,7.9,179.09,0.0
2020,3,28,1,29.2,22.71,25.95,17.21,68.0,0.0,100.82,5.77,179.92,7.43,180.6,0.0
2020,3,28,2,28.83,22.65,25.74,17.15,69.25,0.0,100.78,5.26,180.77,6.79,181.38,0.0
2020,3,28,3,28.48,22.53,25.51,17.03,70.12,0.0,100.77,4.72,180.76,6.13,181.31,0.0
